Fecha;Producto;Metodo de pago;Tipo de Cliente;Region;Metodo de Envio;Estado del Pedido;Marca;Precio Total (ARS);Cantidad de Productos;Descuento Aplicado (%);Cantidad de Pedidos;Monto Pagado (ARS);Tiempo de Envio;Valor del Envio (ARS)
5/12/2024;Accesorios;Transferencia Bancaria;Nuevo;Tucuman;Recogida en Tienda;Cancelado;Huawei;779180;1;5,92;3;2.199.162;2;4.080
6/12/2024;Camara Digital;Pago Contra Entrega;Nuevo;Neuquen;Envio Express;Enviado;Huawei;484727;1;7,33;2;898.441;2;5.116
7/12/2024;Accesorios;Mercado Pago;Recurrente;Tucuman;Envio Estandar;Cancelado;Sony;463334;3;10,24;2;2.495.314;3;6.955
8/12/2024;Tablet;Tarjeta de Credito;Nuevo;Cordoba;Recogida en Tienda;Enviado;Huawei;643225;2;1,33;8;10.154.258;4;6.183
9/12/2024;Auriculares;PayPal;Recurrente;Cordoba;Recogida en Tienda;Enviado;Sony;898672;4;9,69;16;51.942.364;2;9.657
10/12/2024;Laptop;Tarjeta de Credito;Nuevo;Mendoza;Recogida en Tienda;Pendiente;Samsung;757508;4;2,22;14;41.478.944;4;7.486
11/12/2024;Auriculares;PayPal;Nuevo;Mendoza;Envio Express;Entregado;Sony;779618;3;14,21;15;30.097.701;2;8.199
12/12/2024;Auriculares;Mercado Pago;Nuevo;Buenos Aires;Envio Express;Pendiente;LG;787092;3;6,44;15;33.137.787;2;2.147
13/12/2024;Reloj Inteligente;PayPal;Nuevo;Tucuman;Envio Express;Cancelado;LG;663462;3;10,73;14;24.876.652;6;5.942
14/12/2024;Laptop;Pago Contra Entrega;Recurrente;Santa Fe;Envio Express;Enviado;Apple;322113;4;4,01;17;21.025.475;1;9.306
15/12/2024;Auriculares;Mercado Pago;Recurrente;Santa Fe;Envio Express;Pendiente;Huawei;596662;2;8,19;3;3.286.924;1;5.296
16/12/2024;Accesorios;PayPal;Recurrente;Mendoza;Envio Express;Pendiente;Apple;305938;2;12,08;18;9.683.502;1;8.883
17/12/2024;Reloj Inteligente;Mercado Pago;Nuevo;Neuquen;Envio Estandar;Enviado;Sony;112633;3;9,42;14;4.285.060;2;2.563
18/12/2024;Accesorios;Tarjeta de Credito;Nuevo;Tucuman;Envio Express;Enviado;Huawei;796014;1;14,38;5;3.407.842;3;4.502
19/12/2024;Accesorios;Pago Contra Entrega;Recurrente;Buenos Aires;Envio Express;Cancelado;Sony;798666;4;6,53;4;11.944.678;1;7.411
20/12/2024;Laptop;Mercado Pago;Nuevo;Cordoba;Recogida en Tienda;Cancelado;Xiaomi;222922;3;13,96;6;3.452.374;5;4.665
21/12/2024;Smartphone;Transferencia Bancaria;Nuevo;Cordoba;Recogida en Tienda;Enviado;Lenovo;347092;3;5,83;5;4.902.618;4;2.208
22/12/2024;Smartphone;PayPal;Recurrente;CABA;Recogida en Tienda;Enviado;Sony;430125;2;8,25;9;7.103.209;1;7.336
23/12/2024;Laptop;Pago Contra Entrega;Recurrente;Neuquen;Envio Estandar;Pendiente;Samsung;403273;2;11,3;10;7.153.740;3;9.006
24/12/2024;Auriculares;Mercado Pago;Recurrente;Santa Fe;Envio Express;Entregado;Samsung;235102;1;2,48;15;3.438.938;4;3.910
25/12/2024;Smartphone;Mercado Pago;Nuevo;Tucuman;Recogida en Tienda;Pendiente;Lenovo;247463;3;2,58;14;10.125.464;4;1.372
26/12/2024;Smartphone;Mercado Pago;Nuevo;Cordoba;Envio Express;Enviado;LG;977518;2;10;14;24.632.288;1;5.535
27/12/2024;Accesorios;Pago Contra Entrega;Nuevo;Buenos Aires;Recogida en Tienda;Entregado;Samsung;500549;1;7,51;10;4.629.763;5;1.040
28/12/2024;Tablet;PayPal;Recurrente;Tucuman;Envio Estandar;Entregado;Apple;505609;4;8,37;6;11.119.434;2;8.309
29/12/2024;Accesorios;Pago Contra Entrega;Recurrente;Santa Fe;Envio Express;Cancelado;LG;421805;4;13,15;19;27.842.947;3;8.841
30/12/2024;Laptop;Pago Contra Entrega;Recurrente;Mendoza;Recogida en Tienda;Pendiente;Sony;468968;1;4,66;15;6.706.998;4;7.730
31/12/2024;Smartphone;Pago Contra Entrega;Nuevo;Neuquen;Envio Estandar;Pendiente;Lenovo;150509;2;3,77;3;869.038;4;4.916
1/12/2024;Camara Digital;PayPal;Nuevo;Neuquen;Recogida en Tienda;Entregado;Sony;165242;1;11,47;8;1.170.342;2;8.284
2/12/2024;Laptop;Pago Contra Entrega;Recurrente;Cordoba;Envio Estandar;Entregado;Lenovo;332335;3;5;5;4.735.529;3;9.138
3/12/2024;Camara Digital;Tarjeta de Credito;Recurrente;Cordoba;Envio Estandar;Cancelado;Apple;631810;4;6,07;6;14.242.470;2;4.436
4/12/2024;Tablet;Tarjeta de Credito;Recurrente;Cordoba;Recogida en Tienda;Enviado;Apple;865431;1;8,29;15;11.904.679;5;3.497
5/12/2024;Reloj Inteligente;PayPal;Nuevo;Tucuman;Envio Express;Cancelado;Xiaomi;535512;1;14,36;2;917.215;5;7.848
6/12/2024;Smartphone;Mercado Pago;Recurrente;Buenos Aires;Envio Express;Entregado;Xiaomi;772350;3;12,34;4;8.124.441;2;3.304
7/12/2024;Reloj Inteligente;PayPal;Recurrente;Mendoza;Recogida en Tienda;Entregado;Lenovo;427086;4;12,76;9;13.412.576;3;1.134
8/12/2024;Smartphone;Mercado Pago;Recurrente;Tucuman;Envio Estandar;Entregado;Xiaomi;820851;4;1,75;15;48.388.719;3;1.537
9/12/2024;Smartphone;Tarjeta de Credito;Recurrente;Neuquen;Recogida en Tienda;Cancelado;Apple;662186;3;10,36;8;14.246.361;3;5.034
10/12/2024;Reloj Inteligente;Transferencia Bancaria;Nuevo;Mendoza;Recogida en Tienda;Enviado;Samsung;161174;3;2,25;10;4.726.620;6;9.410
11/12/2024;Auriculares;Pago Contra Entrega;Recurrente;Buenos Aires;Envio Estandar;Enviado;Samsung;778128;1;4,26;17;12.664.108;1;7.172
12/12/2024;Smartphone;Pago Contra Entrega;Recurrente;CABA;Recogida en Tienda;Pendiente;Xiaomi;149291;1;11,53;15;1.981.264;3;5.103
13/12/2024;Tablet;Tarjeta de Credito;Nuevo;Neuquen;Envio Express;Cancelado;Huawei;516192;2;4,11;14;13.859.502;4;2.616
14/12/2024;Smartphone;Transferencia Bancaria;Recurrente;CABA;Envio Express;Entregado;Lenovo;804407;2;10,13;13;18.795.836;5;2.110
15/12/2024;Accesorios;Pago Contra Entrega;Recurrente;Santa Fe;Envio Estandar;Enviado;Apple;197114;1;1,76;10;1.936.414;3;7.094
16/12/2024;Accesorios;PayPal;Nuevo;Mendoza;Recogida en Tienda;Cancelado;LG;212237;2;12,87;1;369.832;1;4.082
17/12/2024;Auriculares;PayPal;Recurrente;Buenos Aires;Envio Estandar;Enviado;Samsung;560234;3;7,6;1;1.552.887;1;7.438
18/12/2024;Smartphone;Tarjeta de Credito;Nuevo;Mendoza;Recogida en Tienda;Cancelado;LG;227099;4;9,1;13;10.734.768;5;2.515
19/12/2024;Tablet;Pago Contra Entrega;Nuevo;Tucuman;Recogida en Tienda;Entregado;Huawei;886908;2;13,57;18;27.597.029;2;8.760
20/12/2024;Reloj Inteligente;PayPal;Recurrente;CABA;Recogida en Tienda;Enviado;Apple;470546;2;13,55;5;4.067.710;5;6.165
21/12/2024;Laptop;Transferencia Bancaria;Nuevo;Mendoza;Envio Express;Enviado;Xiaomi;732521;2;8,43;11;14.756.421;4;3.195
22/12/2024;Laptop;PayPal;Nuevo;Cordoba;Envio Express;Pendiente;Sony;736517;1;3,07;15;10.708.635;4;1.745
23/12/2024;Camara Digital;Mercado Pago;Recurrente;Buenos Aires;Envio Express;Entregado;LG;675040;3;2,9;15;29.496.883;3;8.921
24/12/2024;Accesorios;Pago Contra Entrega;Recurrente;Buenos Aires;Recogida en Tienda;Enviado;Xiaomi;984053;3;5,14;6;16.802.905;1;3.500
25/12/2024;Tablet;Tarjeta de Credito;Recurrente;Cordoba;Envio Express;Entregado;Xiaomi;529310;4;8,67;3;5.801.329;5;3.967
26/12/2024;Auriculares;Mercado Pago;Nuevo;Cordoba;Envio Express;Enviado;Samsung;256747;2;13,21;1;445.652;5;2.849
27/12/2024;Smartphone;PayPal;Recurrente;Mendoza;Envio Estandar;Entregado;Apple;363201;4;14,52;13;16.143.673;6;4.120
28/12/2024;Camara Digital;PayPal;Recurrente;Tucuman;Recogida en Tienda;Pendiente;Lenovo;113579;3;6,6;9;2.864.300;5;4.821
29/12/2024;Auriculares;PayPal;Nuevo;Tucuman;Envio Express;Pendiente;Samsung;242544;2;3,92;6;2.796.479;3;5.785
30/12/2024;Smartphone;Mercado Pago;Recurrente;Neuquen;Envio Estandar;Enviado;Huawei;292544;1;13,46;16;4.050.649;4;2.833
31/12/2024;Reloj Inteligente;Pago Contra Entrega;Recurrente;Neuquen;Envio Estandar;Enviado;Apple;223974;3;6,13;11;6.937.757;1;1.730
1/12/2024;Smartphone;Tarjeta de Credito;Recurrente;Neuquen;Recogida en Tienda;Entregado;Apple;209309;2;7,55;12;4.644.290;3;7.572
2/12/2024;Smartphone;Transferencia Bancaria;Recurrente;Mendoza;Recogida en Tienda;Entregado;Sony;640942;3;3,35;4;7.433.292;2;7.772
3/12/2024;Laptop;Tarjeta de Credito;Nuevo;Neuquen;Recogida en Tienda;Enviado;Samsung;480574;1;7,7;13;5.766.252;5;3.174
4/12/2024;Smartphone;Tarjeta de Credito;Nuevo;Cordoba;Recogida en Tienda;Cancelado;Samsung;901644;3;12,74;5;11.801.067;3;1.915
5/12/2024;Accesorios;Tarjeta de Credito;Nuevo;Tucuman;Envio Estandar;Pendiente;LG;562309;3;14,11;4;5.795.625;2;1.462
6/12/2024;Laptop;Transferencia Bancaria;Nuevo;Santa Fe;Recogida en Tienda;Cancelado;Sony;477603;1;14,36;15;6.135.316;4;9.905
7/12/2024;Reloj Inteligente;PayPal;Recurrente;Tucuman;Recogida en Tienda;Cancelado;LG;358069;3;2,47;4;4.190.716;4;2.360
8/12/2024;Accesorios;Mercado Pago;Recurrente;Cordoba;Envio Estandar;Enviado;Samsung;146774;3;3,66;8;3.393.530;5;3.728
9/12/2024;Tablet;Transferencia Bancaria;Recurrente;CABA;Envio Express;Enviado;Lenovo;671531;4;8,92;1;2.446.490;2;7.829
10/12/2024;Auriculares;PayPal;Recurrente;Santa Fe;Envio Estandar;Enviado;Sony;344239;1;11,16;8;2.446.450;5;4.930
11/12/2024;Laptop;Tarjeta de Credito;Nuevo;Buenos Aires;Envio Estandar;Entregado;Xiaomi;604679;4;11,8;12;25.599.375;2;6.684
12/12/2024;Laptop;Pago Contra Entrega;Recurrente;Santa Fe;Envio Estandar;Enviado;Lenovo;995649;4;11,2;15;53.050.408;6;2.679
13/12/2024;Laptop;Transferencia Bancaria;Recurrente;Buenos Aires;Envio Express;Entregado;Sony;149847;1;11,5;15;1.989.278;2;7.475
14/12/2024;Accesorios;Transferencia Bancaria;Recurrente;Cordoba;Envio Express;Enviado;Lenovo;406360;1;3,4;2;785.060;2;5.489
15/12/2024;Auriculares;Tarjeta de Credito;Nuevo;Neuquen;Recogida en Tienda;Enviado;Lenovo;247636;3;6,58;17;11.798.390;2;4.510
16/12/2024;Tablet;Mercado Pago;Nuevo;Tucuman;Recogida en Tienda;Cancelado;Samsung;211359;3;5,65;18;10.767.973;3;1.395
17/12/2024;Smartphone;PayPal;Recurrente;Tucuman;Envio Estandar;Pendiente;Xiaomi;312193;1;2,42;6;1.827.771;2;6.470
18/12/2024;Camara Digital;PayPal;Recurrente;Cordoba;Envio Estandar;Enviado;Huawei;216559;4;3,73;7;5.837.572;2;5.213
19/12/2024;Reloj Inteligente;Transferencia Bancaria;Nuevo;CABA;Recogida en Tienda;Entregado;LG;464342;1;10,29;4;1.666.290;5;4.180
20/12/2024;Tablet;PayPal;Nuevo;CABA;Envio Express;Cancelado;Lenovo;748406;4;1,76;7;20.585.897;4;3.712
21/12/2024;Smartphone;PayPal;Nuevo;CABA;Envio Express;Cancelado;Apple;103309;1;10,38;2;185.166;4;1.760
22/12/2024;Accesorios;PayPal;Nuevo;Neuquen;Envio Express;Entregado;Huawei;688028;2;14,15;16;18.901.296;5;9.775
23/12/2024;Camara Digital;Tarjeta de Credito;Recurrente;Buenos Aires;Envio Express;Pendiente;Apple;751407;1;8;4;2.765.128;6;9.858
24/12/2024;Tablet;Transferencia Bancaria;Recurrente;Santa Fe;Recogida en Tienda;Entregado;Samsung;951444;1;10,86;8;6.785.086;2;1.882
25/12/2024;Auriculares;PayPal;Nuevo;Neuquen;Envio Estandar;Entregado;Huawei;180142;4;12,2;9;5.694.214;5;4.464
26/12/2024;Camara Digital;Mercado Pago;Recurrente;Mendoza;Envio Express;Cancelado;Huawei;532868;1;10,25;11;5.260.715;6;9.427
27/12/2024;Smartphone;PayPal;Recurrente;CABA;Envio Estandar;Entregado;Samsung;482343;4;1,07;5;9.543.866;3;5.318
28/12/2024;Auriculares;Tarjeta de Credito;Nuevo;Tucuman;Envio Estandar;Enviado;Lenovo;656288;4;3,23;18;45.724.375;3;9.729
29/12/2024;Reloj Inteligente;Transferencia Bancaria;Recurrente;Neuquen;Envio Express;Cancelado;Huawei;182756;1;8,47;19;3.178.255;2;8.503
30/12/2024;Camara Digital;Pago Contra Entrega;Nuevo;Buenos Aires;Recogida en Tienda;Enviado;Xiaomi;304143;3;2,64;8;7.107.035;3;7.732
31/12/2024;Laptop;PayPal;Recurrente;Buenos Aires;Envio Express;Entregado;Huawei;909646;4;14,69;18;55.871.227;4;9.858
1/12/2024;Camara Digital;Transferencia Bancaria;Nuevo;Tucuman;Envio Estandar;Enviado;Samsung;255830;4;5,31;16;15.504.100;4;7.730
2/12/2024;Smartphone;Mercado Pago;Nuevo;Buenos Aires;Envio Estandar;Enviado;Huawei;502446;2;7,03;1;934.224;3;3.333
3/12/2024;Accesorios;Pago Contra Entrega;Nuevo;Buenos Aires;Envio Estandar;Pendiente;Samsung;257528;2;6,99;2;958.070;6;2.014
4/12/2024;Reloj Inteligente;Tarjeta de Credito;Nuevo;Neuquen;Envio Express;Cancelado;Sony;524119;1;12,95;10;4.562.214;2;9.786
5/12/2024;Reloj Inteligente;Pago Contra Entrega;Nuevo;Santa Fe;Recogida en Tienda;Enviado;Samsung;390691;4;1,73;15;23.035.760;4;5.510
6/12/2024;Reloj Inteligente;Mercado Pago;Nuevo;Cordoba;Envio Express;Enviado;Huawei;527141;3;8,23;15;21.768.460;4;9.062
7/12/2024;Smartphone;Tarjeta de Credito;Nuevo;Buenos Aires;Envio Express;Entregado;Lenovo;428143;3;2,39;15;18.805.211;5;1.307
8/12/2024;Reloj Inteligente;PayPal;Nuevo;Santa Fe;Recogida en Tienda;Pendiente;Xiaomi;239866;2;2,84;6;2.796.725;6;1.020
9/12/2024;Accesorios;Tarjeta de Credito;Nuevo;Buenos Aires;Recogida en Tienda;Entregado;Lenovo;748645;1;2,11;13;9.526.737;1;4.581
10/12/2024;Camara Digital;Transferencia Bancaria;Recurrente;Tucuman;Envio Express;Enviado;Samsung;375174;1;12,41;1;328.616;2;2.247
11/12/2024;Laptop;Tarjeta de Credito;Recurrente;Cordoba;Envio Estandar;Pendiente;Sony;411971;2;11,48;19;13.858.453;5;4.380
12/12/2024;Auriculares;Tarjeta de Credito;Recurrente;Neuquen;Envio Estandar;Entregado;Apple;769367;4;12,23;14;37.813.681;6;7.658
13/12/2024;Tablet;PayPal;Recurrente;Mendoza;Recogida en Tienda;Cancelado;Samsung;785163;2;6,92;3;4.385.085;5;3.867
14/12/2024;Auriculares;Transferencia Bancaria;Recurrente;Mendoza;Envio Estandar;Enviado;Apple;709015;1;8,87;7;4.522.928;3;3.698
15/12/2024;Reloj Inteligente;PayPal;Recurrente;Tucuman;Envio Express;Cancelado;Xiaomi;992484;4;7,95;18;65.774.947;4;2.756
16/12/2024;Reloj Inteligente;Tarjeta de Credito;Recurrente;Mendoza;Envio Estandar;Entregado;Lenovo;767533;1;12,74;3;2.009.157;1;9.286
17/12/2024;Smartphone;Mercado Pago;Nuevo;Buenos Aires;Envio Estandar;Cancelado;Lenovo;987965;2;14,19;13;22.042.478;4;7.536
18/12/2024;Accesorios;Mercado Pago;Nuevo;Mendoza;Envio Estandar;Pendiente;Huawei;433092;1;12,57;9;3.407.817;4;6.879
19/12/2024;Smartphone;Pago Contra Entrega;Recurrente;Mendoza;Envio Estandar;Cancelado;Sony;561405;4;9,3;7;14.257.010;4;3.302
20/12/2024;Auriculares;Tarjeta de Credito;Recurrente;Santa Fe;Envio Estandar;Entregado;Apple;954941;3;12,94;13;32.425.310;6;8.465
21/12/2024;Accesorios;Pago Contra Entrega;Nuevo;Neuquen;Envio Express;Pendiente;Samsung;815137;2;1,51;12;19.268.152;2;9.542
22/12/2024;Auriculares;PayPal;Recurrente;Cordoba;Envio Express;Entregado;Samsung;564294;1;7,97;9;4.673.956;6;5.084
23/12/2024;Reloj Inteligente;Tarjeta de Credito;Recurrente;Santa Fe;Envio Express;Cancelado;Samsung;500329;2;12,63;13;11.365.025;4;7.934
24/12/2024;Camara Digital;Tarjeta de Credito;Recurrente;Tucuman;Envio Estandar;Entregado;Huawei;965604;4;10,72;14;48.277.708;4;1.397
25/12/2024;Reloj Inteligente;Transferencia Bancaria;Nuevo;Tucuman;Recogida en Tienda;Pendiente;LG;439868;2;7,75;4;3.246.206;5;8.252
26/12/2024;Smartphone;Transferencia Bancaria;Nuevo;Buenos Aires;Envio Express;Cancelado;Lenovo;140185;3;3,24;16;6.511.103;4;8.627
